"","Observed_Value","traintest NObs","traintest %","handin NObs","handin %"
"87","86",6,0.0115642587310153,4,0.0308380232827076
"88","87",6,0.0115642587310153,2,0.0154190116413538
"89","88",9,0.017346388096523,3,0.0231285174620307
"90","89",5,0.00963688227584612,1,0.00770950582067689
"91","90",14,0.0269832703723691,2,0.0154190116413538
"92","91",5,0.00963688227584612,1,0.00770950582067689
"93","92",6,0.0115642587310153,2,0.0154190116413538
"94","93",6,0.0115642587310153,NA,NA
"95","94",11,0.0212011410068615,NA,NA
"96","95",5,0.00963688227584612,NA,NA
"97","96",7,0.0134916351861846,NA,NA
"98","97",7,0.0134916351861846,2,0.0154190116413538
"99","98",9,0.017346388096523,4,0.0308380232827076
"100","100",7,0.0134916351861846,1,0.00770950582067689
"101","101",12,0.0231285174620307,3,0.0231285174620307
"102","102",5,0.00963688227584612,NA,NA
"103","103",5,0.00963688227584612,NA,NA
"104","104",7,0.0134916351861846,3,0.0231285174620307
"105","105",5,0.00963688227584612,1,0.00770950582067689
"106","106",5,0.00963688227584612,1,0.00770950582067689
"107","107",9,0.017346388096523,3,0.0231285174620307
"108","108",5,0.00963688227584612,2,0.0154190116413538
"109","109",6,0.0115642587310153,2,0.0154190116413538
"110","110",10,0.0192737645516922,1,0.00770950582067689
"111","111",3,0.00578212936550767,NA,NA
"112","112",4,0.00770950582067689,NA,NA
"113","113",1,0.00192737645516922,1,0.00770950582067689
"114","114",6,0.0115642587310153,1,0.00770950582067689
"115","115",6,0.0115642587310153,NA,NA
"116","116",2,0.00385475291033845,2,0.0154190116413538
"117","117",7,0.0134916351861846,NA,NA
"118","118",4,0.00770950582067689,1,0.00770950582067689
"119","119",3,0.00578212936550767,NA,NA
"120","120",2,0.00385475291033845,NA,NA
"121","121",8,0.0154190116413538,1,0.00770950582067689
"122","122",3,0.00578212936550767,1,0.00770950582067689
"123","123",7,0.0134916351861846,NA,NA
"124","124",6,0.0115642587310153,3,0.0231285174620307
"125","125",2,0.00385475291033845,1,0.00770950582067689
"126","126",6,0.0115642587310153,3,0.0231285174620307
"127","127",2,0.00385475291033845,2,0.0154190116413538
"128","128",2,0.00385475291033845,1,0.00770950582067689
"129","129",9,0.017346388096523,2,0.0154190116413538
"130","130",7,0.0134916351861846,2,0.0154190116413538
"131","131",6,0.0115642587310153,1,0.00770950582067689
"132","132",2,0.00385475291033845,NA,NA
"133","133",3,0.00578212936550767,2,0.0154190116413538
"134","134",5,0.00963688227584612,NA,NA
"135","135",4,0.00770950582067689,1,0.00770950582067689
"136","136",3,0.00578212936550767,3,0.0231285174620307
"137","137",6,0.0115642587310153,NA,NA
"138","138",2,0.00385475291033845,NA,NA
"139","139",3,0.00578212936550767,2,0.0154190116413538
"140","140",6,0.0115642587310153,1,0.00770950582067689
"141","141",4,0.00770950582067689,2,0.0154190116413538
"142","142",4,0.00770950582067689,NA,NA
"143","143",1,0.00192737645516922,NA,NA
"144","144",1,0.00192737645516922,NA,NA
"145","145",7,0.0134916351861846,1,0.00770950582067689
"146","146",3,0.00578212936550767,3,0.0231285174620307
"147","147",3,0.00578212936550767,NA,NA
"148","148",1,0.00192737645516922,1,0.00770950582067689
"149","149",3,0.00578212936550767,NA,NA
"150","150",1,0.00192737645516922,1,0.00770950582067689
"151","151",6,0.0115642587310153,2,0.0154190116413538
"152","152",2,0.00385475291033845,NA,NA
"153","153",4,0.00770950582067689,2,0.0154190116413538
"154","154",3,0.00578212936550767,5,0.0385475291033845
"155","155",4,0.00770950582067689,NA,NA
"156","156",3,0.00578212936550767,1,0.00770950582067689
"157","157",4,0.00770950582067689,2,0.0154190116413538
"158","158",5,0.00963688227584612,3,0.0231285174620307
"159","159",4,0.00770950582067689,1,0.00770950582067689
"160","160",2,0.00385475291033845,1,0.00770950582067689
"161","161",1,0.00192737645516922,2,0.0154190116413538
"162","162",1,0.00192737645516922,1,0.00770950582067689
"163","163",2,0.00385475291033845,1,0.00770950582067689
"164","164",4,0.00770950582067689,1,0.00770950582067689
"165","165",2,0.00385475291033845,NA,NA
"166","166",5,0.00963688227584612,1,0.00770950582067689
"167","168",4,0.00770950582067689,NA,NA
"168","169",2,0.00385475291033845,1,0.00770950582067689
"169","170",2,0.00385475291033845,1,0.00770950582067689
"170","171",5,0.00963688227584612,NA,NA
"171","172",4,0.00770950582067689,1,0.00770950582067689
"172","173",5,0.00963688227584612,NA,NA
"173","174",7,0.0134916351861846,NA,NA
"174","175",3,0.00578212936550767,NA,NA
"175","176",1,0.00192737645516922,NA,NA
"176","177",3,0.00578212936550767,NA,NA
"177","179",3,0.00578212936550767,NA,NA
"178","180",4,0.00770950582067689,NA,NA
"179","181",2,0.00385475291033845,1,0.00770950582067689
"180","182",3,0.00578212936550767,1,0.00770950582067689
"181","183",1,0.00192737645516922,2,0.0154190116413538
"182","184",3,0.00578212936550767,NA,NA
"183","185",4,0.00770950582067689,NA,NA
"184","186",2,0.00385475291033845,NA,NA
"185","187",3,0.00578212936550767,NA,NA
"186","188",2,0.00385475291033845,NA,NA
"187","189",1,0.00192737645516922,1,0.00770950582067689
"188","191",1,0.00192737645516922,NA,NA
"189","192",5,0.00963688227584612,1,0.00770950582067689
"190","193",2,0.00385475291033845,NA,NA
"191","194",4,0.00770950582067689,NA,NA
"192","195",3,0.00578212936550767,1,0.00770950582067689
"193","197",2,0.00385475291033845,NA,NA
"194","198",1,0.00192737645516922,NA,NA
"195","199",3,0.00578212936550767,1,0.00770950582067689
"196","200",2,0.00385475291033845,NA,NA
"197","201",3,0.00578212936550767,1,0.00770950582067689
"198","202",1,0.00192737645516922,2,0.0154190116413538
"199","203",3,0.00578212936550767,NA,NA
"200","205",3,0.00578212936550767,NA,NA
"201","206",2,0.00385475291033845,1,0.00770950582067689
"202","207",2,0.00385475291033845,1,0.00770950582067689
"203","208",4,0.00770950582067689,NA,NA
"204","209",3,0.00578212936550767,NA,NA
"205","210",1,0.00192737645516922,NA,NA
"206","211",2,0.00385475291033845,NA,NA
"207","212",1,0.00192737645516922,NA,NA
"208","213",1,0.00192737645516922,NA,NA
"209","214",4,0.00770950582067689,NA,NA
"210","215",1,0.00192737645516922,2,0.0154190116413538
"211","216",2,0.00385475291033845,NA,NA
"212","217",1,0.00192737645516922,1,0.00770950582067689
"213","218",1,0.00192737645516922,3,0.0231285174620307
"214","220",4,0.00770950582067689,NA,NA
"215","221",2,0.00385475291033845,NA,NA
"216","223",3,0.00578212936550767,NA,NA
"217","224",2,0.00385475291033845,NA,NA
"218","225",2,0.00385475291033845,NA,NA
"219","227",1,0.00192737645516922,NA,NA
"220","228",2,0.00385475291033845,NA,NA
"221","229",7,0.0134916351861846,1,0.00770950582067689
"222","230",1,0.00192737645516922,NA,NA
"223","231",1,0.00192737645516922,NA,NA
"224","232",1,0.00192737645516922,NA,NA
"225","233",2,0.00385475291033845,NA,NA
"226","234",2,0.00385475291033845,NA,NA
"227","236",3,0.00578212936550767,NA,NA
"228","238",1,0.00192737645516922,1,0.00770950582067689
"229","239",1,0.00192737645516922,1,0.00770950582067689
"230","240",3,0.00578212936550767,NA,NA
"231","241",1,0.00192737645516922,NA,NA
"232","242",2,0.00385475291033845,NA,NA
"233","243",1,0.00192737645516922,1,0.00770950582067689
"234","244",2,0.00385475291033845,1,0.00770950582067689
"235","245",1,0.00192737645516922,2,0.0154190116413538
"236","246",1,0.00192737645516922,NA,NA
"237","247",2,0.00385475291033845,NA,NA
"238","252",2,0.00385475291033845,NA,NA
"239","253",1,0.00192737645516922,1,0.00770950582067689
"240","255",3,0.00578212936550767,1,0.00770950582067689
"241","256",2,0.00385475291033845,NA,NA
"242","257",3,0.00578212936550767,1,0.00770950582067689
"243","259",1,0.00192737645516922,NA,NA
"244","260",1,0.00192737645516922,NA,NA
"245","261",1,0.00192737645516922,NA,NA
"246","262",1,0.00192737645516922,1,0.00770950582067689
"247","263",1,0.00192737645516922,NA,NA
"248","264",1,0.00192737645516922,NA,NA
"249","266",2,0.00385475291033845,NA,NA
"250","268",1,0.00192737645516922,2,0.0154190116413538
"251","269",1,0.00192737645516922,NA,NA
"252","270",3,0.00578212936550767,NA,NA
"253","272",2,0.00385475291033845,NA,NA
"254","273",2,0.00385475291033845,NA,NA
"255","276",1,0.00192737645516922,NA,NA
"256","278",2,0.00385475291033845,NA,NA
"257","280",1,0.00192737645516922,NA,NA
"258","281",3,0.00578212936550767,NA,NA
"259","283",1,0.00192737645516922,NA,NA
"260","286",2,0.00385475291033845,NA,NA
"261","287",1,0.00192737645516922,NA,NA
"262","288",1,0.00192737645516922,NA,NA
"263","290",3,0.00578212936550767,NA,NA
"264","292",1,0.00192737645516922,NA,NA
"265","293",2,0.00385475291033845,NA,NA
"266","295",2,0.00385475291033845,NA,NA
"267","297",2,0.00385475291033845,NA,NA
"268","298",2,0.00385475291033845,NA,NA
"269","299",3,0.00578212936550767,2,0.0154190116413538
"270","300",2,0.00385475291033845,NA,NA
"271","301",2,0.00385475291033845,NA,NA
"272","302",1,0.00192737645516922,2,0.0154190116413538
"273","304",1,0.00192737645516922,NA,NA
"274","307",4,0.00770950582067689,NA,NA
"275","308",1,0.00192737645516922,NA,NA
"276","309",3,0.00578212936550767,NA,NA
"277","313",1,0.00192737645516922,1,0.00770950582067689
"278","314",1,0.00192737645516922,1,0.00770950582067689
"279","315",1,0.00192737645516922,NA,NA
"280","316",1,0.00192737645516922,NA,NA
"281","317",1,0.00192737645516922,NA,NA
"282","322",1,0.00192737645516922,NA,NA
"283","324",2,0.00385475291033845,NA,NA
"284","325",1,0.00192737645516922,NA,NA
"285","328",1,0.00192737645516922,1,0.00770950582067689
"286","329",1,0.00192737645516922,1,0.00770950582067689
"287","331",1,0.00192737645516922,NA,NA
"288","332",2,0.00385475291033845,1,0.00770950582067689
"289","333",1,0.00192737645516922,NA,NA
"290","336",2,0.00385475291033845,NA,NA
"291","337",3,0.00578212936550767,NA,NA
"292","339",1,0.00192737645516922,NA,NA
"293","344",1,0.00192737645516922,NA,NA
"294","345",2,0.00385475291033845,NA,NA
"295","346",2,0.00385475291033845,NA,NA
"296","347",1,0.00192737645516922,2,0.0154190116413538
"297","352",1,0.00192737645516922,NA,NA
"298","353",2,0.00385475291033845,NA,NA
"299","355",1,0.00192737645516922,NA,NA
"300","357",1,0.00192737645516922,NA,NA
"301","362",1,0.00192737645516922,NA,NA
"302","363",1,0.00192737645516922,NA,NA
"303","367",2,0.00385475291033845,NA,NA
"304","368",2,0.00385475291033845,3,0.0231285174620307
"305","369",1,0.00192737645516922,1,0.00770950582067689
"306","370",3,0.00578212936550767,1,0.00770950582067689
"307","371",1,0.00192737645516922,NA,NA
"308","374",1,0.00192737645516922,NA,NA
"309","376",2,0.00385475291033845,NA,NA
"310","377",2,0.00385475291033845,NA,NA
"311","378",1,0.00192737645516922,NA,NA
"312","379",2,0.00385475291033845,NA,NA
"313","382",2,0.00385475291033845,NA,NA
"314","385",2,0.00385475291033845,NA,NA
"315","389",1,0.00192737645516922,NA,NA
"316","391",1,0.00192737645516922,NA,NA
"317","393",2,0.00385475291033845,NA,NA
"318","395",4,0.00770950582067689,NA,NA
"319","398",1,0.00192737645516922,NA,NA
"320","401",1,0.00192737645516922,NA,NA
"321","405",1,0.00192737645516922,NA,NA
"322","417",1,0.00192737645516922,NA,NA
"323","418",1,0.00192737645516922,NA,NA
"324","419",1,0.00192737645516922,NA,NA
"325","422",1,0.00192737645516922,NA,NA
"326","424",1,0.00192737645516922,NA,NA
"327","425",2,0.00385475291033845,NA,NA
"328","431",1,0.00192737645516922,NA,NA
"329","436",1,0.00192737645516922,NA,NA
"330","448",1,0.00192737645516922,NA,NA
"331","470",1,0.00192737645516922,NA,NA
"332","473",1,0.00192737645516922,NA,NA
"333","478",1,0.00192737645516922,1,0.00770950582067689
"334","483",2,0.00385475291033845,NA,NA
"335","486",1,0.00192737645516922,NA,NA
"336","495",1,0.00192737645516922,NA,NA
"337","507",1,0.00192737645516922,NA,NA
"338","526",1,0.00192737645516922,NA,NA
"339","528",2,0.00385475291033845,NA,NA
"340","531",1,0.00192737645516922,NA,NA
"341","536",2,0.00385475291033845,NA,NA
"342","569",1,0.00192737645516922,NA,NA
"343","584",1,0.00192737645516922,NA,NA
"344","99",NA,NA,1,0.00770950582067689
"345","167",NA,NA,1,0.00770950582067689
"346","190",NA,NA,2,0.0154190116413538
"347","219",NA,NA,1,0.00770950582067689
"348","235",NA,NA,2,0.0154190116413538
"349","237",NA,NA,1,0.00770950582067689
"350","250",NA,NA,1,0.00770950582067689
"351","251",NA,NA,1,0.00770950582067689
"352","279",NA,NA,2,0.0154190116413538
"353","294",NA,NA,1,0.00770950582067689
"354","303",NA,NA,2,0.0154190116413538
"355","320",NA,NA,1,0.00770950582067689
"356","323",NA,NA,1,0.00770950582067689
"357","338",NA,NA,1,0.00770950582067689
"358","340",NA,NA,1,0.00770950582067689
"359","351",NA,NA,2,0.0154190116413538
"360","372",NA,NA,2,0.0154190116413538
"361","386",NA,NA,1,0.00770950582067689
"362","402",NA,NA,1,0.00770950582067689
"363","437",NA,NA,1,0.00770950582067689
"364","440",NA,NA,1,0.00770950582067689
"365","491",NA,NA,1,0.00770950582067689
"366","532",NA,NA,1,0.00770950582067689
"367","551",NA,NA,1,0.00770950582067689
"368","553",NA,NA,1,0.00770950582067689
