"","Observed_Value","traintest NObs","traintest %","handin NObs","handin %"
"181","197",1,0.00192737645516922,NA,NA
"182","198",1,0.00192737645516922,NA,NA
"183","201",2,0.00385475291033845,NA,NA
"184","204",1,0.00192737645516922,NA,NA
"185","205",1,0.00192737645516922,NA,NA
"186","206",1,0.00192737645516922,NA,NA
"187","207",1,0.00192737645516922,1,0.00770950582067689
"188","208",2,0.00385475291033845,NA,NA
"189","209",4,0.00770950582067689,NA,NA
"190","210",2,0.00385475291033845,1,0.00770950582067689
"191","214",3,0.00578212936550767,NA,NA
"192","215",1,0.00192737645516922,NA,NA
"193","216",1,0.00192737645516922,NA,NA
"194","217",1,0.00192737645516922,NA,NA
"195","223",1,0.00192737645516922,NA,NA
"196","224",1,0.00192737645516922,1,0.00770950582067689
"197","225",1,0.00192737645516922,NA,NA
"198","228",2,0.00385475291033845,NA,NA
"199","230",1,0.00192737645516922,NA,NA
"200","232",1,0.00192737645516922,NA,NA
"201","238",1,0.00192737645516922,NA,NA
"202","240",1,0.00192737645516922,NA,NA
"203","248",1,0.00192737645516922,1,0.00770950582067689
"204","249",2,0.00385475291033845,NA,NA
"205","253",1,0.00192737645516922,NA,NA
"206","254",1,0.00192737645516922,NA,NA
"207","256",1,0.00192737645516922,NA,NA
"208","257",1,0.00192737645516922,NA,NA
"209","262",2,0.00385475291033845,NA,NA
"210","264",2,0.00385475291033845,NA,NA
"211","266",1,0.00192737645516922,NA,NA
"212","267",1,0.00192737645516922,NA,NA
"213","268",1,0.00192737645516922,NA,NA
"214","270",1,0.00192737645516922,NA,NA
"215","272",1,0.00192737645516922,NA,NA
"216","273",1,0.00192737645516922,1,0.00770950582067689
"217","274",1,0.00192737645516922,NA,NA
"218","277",1,0.00192737645516922,NA,NA
"219","284",1,0.00192737645516922,NA,NA
"220","287",1,0.00192737645516922,NA,NA
"221","295",2,0.00385475291033845,NA,NA
"222","297",1,0.00192737645516922,NA,NA
"223","299",1,0.00192737645516922,NA,NA
"224","301",1,0.00192737645516922,NA,NA
"225","307",1,0.00192737645516922,NA,NA
"226","309",1,0.00192737645516922,NA,NA
"227","312",1,0.00192737645516922,NA,NA
"228","314",2,0.00385475291033845,NA,NA
"229","315",1,0.00192737645516922,NA,NA
"230","318",1,0.00192737645516922,NA,NA
"231","321",1,0.00192737645516922,NA,NA
"232","324",1,0.00192737645516922,NA,NA
"233","327",1,0.00192737645516922,NA,NA
"234","330",1,0.00192737645516922,NA,NA
"235","331",1,0.00192737645516922,NA,NA
"236","89",NA,NA,2,0.0154190116413538
"237","93",NA,NA,1,0.00770950582067689
"238","131",NA,NA,1,0.00770950582067689
"239","139",NA,NA,1,0.00770950582067689
"240","158",NA,NA,1,0.00770950582067689
"241","194",NA,NA,1,0.00770950582067689
"242","200",NA,NA,1,0.00770950582067689
"243","211",NA,NA,1,0.00770950582067689
"244","220",NA,NA,1,0.00770950582067689
"245","236",NA,NA,1,0.00770950582067689
"246","279",NA,NA,1,0.00770950582067689
"247","319",NA,NA,1,0.00770950582067689
"248","341",NA,NA,1,0.00770950582067689
